Model,Degem,Grain Size
MLOgraphy++_Predictions,11,12.714285714285714
MLOgraphy++_Predictions,11,12.764705882352942
MLOgraphy++_Predictions,11,12.789473684210526
MLOgraphy++_Predictions,11,12.823529411764707
MLOgraphy++_Predictions,11,12.833333333333334
MLOgraphy++_Predictions,11,12.833333333333334
MLOgraphy++_Predictions,11,12.833333333333334
MLOgraphy++_Predictions,11,12.833333333333334
MLOgraphy++_Predictions,11,12.944444444444445
MLOgraphy++_Predictions,11,13
MLOgraphy++_Predictions,11,13
MLOgraphy++_Predictions,11,13
MLOgraphy++_Predictions,11,13.125
MLOgraphy++_Predictions,11,13.222222222222221
MLOgraphy++_Predictions,11,13.235294117647058
MLOgraphy++_Predictions,11,13.294117647058824
MLOgraphy++_Predictions,11,13.3125
MLOgraphy++_Predictions,11,13.352941176470589
MLOgraphy++_Predictions,11,13.368421052631579
MLOgraphy++_Predictions,11,13.375
MLOgraphy++_Predictions,11,13.4375
MLOgraphy++_Predictions,11,13.466666666666667
MLOgraphy++_Predictions,11,13.470588235294118
MLOgraphy++_Predictions,11,13.5
MLOgraphy++_Predictions,11,13.5
MLOgraphy++_Predictions,11,13.5
MLOgraphy++_Predictions,11,13.538461538461538
MLOgraphy++_Predictions,11,13.6
MLOgraphy++_Predictions,11,13.647058823529411
MLOgraphy++_Predictions,11,13.705882352941176
MLOgraphy++_Predictions,11,13.722222222222221
MLOgraphy++_Predictions,11,13.76923076923077
MLOgraphy++_Predictions,11,13.8125
MLOgraphy++_Predictions,11,13.8125
MLOgraphy++_Predictions,11,13.916666666666666
